Transaction Dates (Calculated),N.Y.C. - J Day Ahead Price,N.Y.C. - J Day Ahead Forecast Load
7/27/2014,29.87,5875
7/27/2014,25.45,5713
7/27/2014,22.07,5615
7/27/2014,22.84,5569
7/27/2014,22.2,5508
7/27/2014,21.11,5560
7/27/2014,24.96,5800
7/27/2014,30.86,6132
7/27/2014,33,6537
7/27/2014,34.7,6950
7/27/2014,36.69,7298
7/27/2014,38.58,7548
7/27/2014,40.98,7690
7/27/2014,43.55,7795
7/27/2014,45.83,7868
7/27/2014,54,7928
7/27/2014,47.66,7922
7/27/2014,45.34,7811
7/27/2014,42.01,7707
7/27/2014,42.25,7720
7/27/2014,47.43,7693
7/27/2014,37.62,7468
7/27/2014,33.62,7075
7/27/2014,34.69,6712
7/28/2014,32.48,6257
7/28/2014,27.78,5976
7/28/2014,26.19,5822
7/28/2014,24.93,5790
7/28/2014,30.96,6059
7/28/2014,31.75,6455
7/28/2014,33.66,7103
7/28/2014,37.15,7679
7/28/2014,40.1,8172
7/28/2014,42.96,8487
7/28/2014,44.84,8686
7/28/2014,45.39,8805
7/28/2014,46.99,8884
7/28/2014,50.56,8923
7/28/2014,51.57,8936
7/28/2014,52.76,8952
7/28/2014,46.94,8831
7/28/2014,43.4,8420
7/28/2014,39.99,8027
7/28/2014,41.03,7773
7/28/2014,37.82,7590
7/28/2014,34.84,7226
7/28/2014,30.64,6680
7/28/2014,28.43,6026
7/29/2014,24.16,5834
7/29/2014,21.06,5505
7/29/2014,18.21,5311
7/29/2014,18.65,5283
7/29/2014,21.99,5540
7/29/2014,25,5822
7/29/2014,30.84,6388
7/29/2014,33.56,6878
7/29/2014,34.39,7220
7/29/2014,36.15,7455
7/29/2014,37.91,7603
7/29/2014,38.26,7709
7/29/2014,39.4,7797
7/29/2014,40,7910
7/29/2014,40.14,8008
7/29/2014,40.37,8096
7/29/2014,40.26,8060
7/29/2014,37.98,7764
7/29/2014,35.68,7480
7/29/2014,35.05,7332
7/29/2014,34.39,7201
7/29/2014,29.65,6942
7/29/2014,24.99,6533
7/29/2014,25.93,6157
7/30/2014,21.55,5728
7/30/2014,19.27,5479
7/30/2014,18.3,5329
7/30/2014,17.91,5286
7/30/2014,20.15,5437
7/30/2014,24.6,5797
7/30/2014,29,6394
7/30/2014,31.55,6931
7/30/2014,34.46,7319
7/30/2014,36.08,7570
7/30/2014,37.38,7699
7/30/2014,38.38,7811
7/30/2014,40.23,7910
7/30/2014,40.12,8041
7/30/2014,41.4,8134
7/30/2014,41.41,8236
7/30/2014,41.46,8181
7/30/2014,38.74,7867
7/30/2014,36.38,7589
7/30/2014,36.26,7473
7/30/2014,35.6,7322
7/30/2014,30.99,7073
7/30/2014,27.37,6618
7/30/2014,25.14,5772
7/31/2014,20.93,5535
7/31/2014,16.63,5364
7/31/2014,15.71,5252
7/31/2014,15.86,5194
7/31/2014,18.63,5295
7/31/2014,23.47,5771
7/31/2014,28.62,6384
7/31/2014,31.57,6924
7/31/2014,34.07,7307
7/31/2014,36.15,7566
7/31/2014,38.51,7722
7/31/2014,39.08,7844
7/31/2014,40.7,7965
7/31/2014,42.6,8085
7/31/2014,45.72,8183
7/31/2014,47.04,8287
7/31/2014,45.08,8253
7/31/2014,39.15,7960
7/31/2014,36.66,7622
7/31/2014,36.14,7450
7/31/2014,35.93,7316
7/31/2014,31.71,7038
7/31/2014,28.88,6595
7/31/2014,24.74,5895
8/1/2014,21.48,5771
8/1/2014,18.53,5670
8/1/2014,17.5,5590
8/1/2014,17.65,5525
8/1/2014,20.47,5542
8/1/2014,24.45,6017
8/1/2014,28,6617
8/1/2014,31.38,7204
8/1/2014,33.9,7651
8/1/2014,35.29,7925
8/1/2014,38.09,8093
8/1/2014,39.58,8197
8/1/2014,41.23,8253
8/1/2014,42.78,8315
8/1/2014,44.4,8353
8/1/2014,45.37,8359
8/1/2014,42.51,8257
8/1/2014,38.5,7927
8/1/2014,36.04,7602
8/1/2014,36.04,7395
8/1/2014,35.4,7242
8/1/2014,31.76,6969
8/1/2014,30.41,6620
8/1/2014,25.27,6217
8/2/2014,22.87,5972
8/2/2014,19.32,5799
8/2/2014,17.64,5658
8/2/2014,17.09,5540
8/2/2014,19.36,5339
8/2/2014,19.9,5385
8/2/2014,22.12,5547
8/2/2014,25.18,5891
8/2/2014,26.48,6196
8/2/2014,28.49,6411
8/2/2014,31.05,6514
8/2/2014,31.44,6538
8/2/2014,31.47,6486
8/2/2014,31.95,6454
8/2/2014,31.95,6426
8/2/2014,32.03,6386
8/2/2014,32.22,6340
8/2/2014,31.5,6305
8/2/2014,31.07,6188
8/2/2014,30.82,6171
8/2/2014,29.24,6204
8/2/2014,27.04,6096
8/2/2014,23.92,5935
8/2/2014,27.64,5662
8/3/2014,24.05,5430
8/3/2014,21.71,5306
8/3/2014,19.87,5202
8/3/2014,19.39,5105
8/3/2014,19.85,4957
8/3/2014,17.25,5010
8/3/2014,19.88,5126
8/3/2014,23.72,5423
8/3/2014,28.04,5756
8/3/2014,30.15,6057
8/3/2014,33.52,6291
8/3/2014,34.72,6441
8/3/2014,35.94,6517
8/3/2014,36.92,6577
8/3/2014,37.79,6616
8/3/2014,39.54,6622
8/3/2014,41.11,6608
8/3/2014,38.46,6550
8/3/2014,36.66,6467
8/3/2014,36.84,6504
8/3/2014,34.85,6566
8/3/2014,33.21,6404
8/3/2014,29.75,6148
8/3/2014,28.75,5627
8/4/2014,23.77,5423
8/4/2014,20.65,5421
8/4/2014,20.21,5398
8/4/2014,20.42,5347
8/4/2014,23.8,5342
8/4/2014,27.95,5926
8/4/2014,29.06,6549
8/4/2014,32.94,7172
8/4/2014,36.45,7641
8/4/2014,40.09,7947
8/4/2014,42.52,8153
8/4/2014,43.94,8294
8/4/2014,46.94,8392
8/4/2014,49.48,8447
8/4/2014,51.39,8484
8/4/2014,52.49,8506
8/4/2014,51.26,8430
8/4/2014,42.16,8121
8/4/2014,40.63,7768
8/4/2014,40.06,7576
8/4/2014,35.84,7500
8/4/2014,32.03,7181
8/4/2014,30.5,6748
8/4/2014,30.01,6149
8/5/2014,25.16,5943
8/5/2014,22.29,5920
8/5/2014,21.59,5885
8/5/2014,21.91,5831
8/5/2014,24.75,5814
8/5/2014,29.33,6355
8/5/2014,31.97,6964
8/5/2014,35.15,7560
8/5/2014,38.26,8011
8/5/2014,41.16,8296
8/5/2014,46.01,8518
8/5/2014,47.9,8682
8/5/2014,50.17,8779
8/5/2014,53.18,8843
8/5/2014,56.42,8898
8/5/2014,56.75,8882
8/5/2014,52.9,8796
8/5/2014,43.83,8441
8/5/2014,43.2,8107
8/5/2014,42.49,7950
8/5/2014,39.02,7851
8/5/2014,35.15,7525
8/5/2014,32.54,7089
8/5/2014,29.1,6535
8/6/2014,24.65,6289
8/6/2014,21.79,6189
8/6/2014,20.93,6112
8/6/2014,21.38,6054
8/6/2014,24.44,6088
8/6/2014,28.56,6564
8/6/2014,31.62,7142
8/6/2014,32.11,7678
8/6/2014,37.89,8085
8/6/2014,40.04,8351
8/6/2014,41.7,8543
8/6/2014,42.54,8667
8/6/2014,44.09,8748
8/6/2014,45.95,8761
8/6/2014,47.97,8762
8/6/2014,49.38,8749
8/6/2014,45.15,8631
8/6/2014,41.63,8324
8/6/2014,40.21,8017
8/6/2014,40.17,7774
8/6/2014,38.83,7684
8/6/2014,31.74,7378
8/6/2014,28.87,6972
8/6/2014,27.46,6553
8/7/2014,21.96,5995
8/7/2014,18.99,5732
8/7/2014,17.84,5571
8/7/2014,18.14,5543
8/7/2014,21.56,5759
8/7/2014,25.82,6062
8/7/2014,30.66,6607
8/7/2014,31.68,7113
8/7/2014,35.45,7479
8/7/2014,38,7740
8/7/2014,39.26,7934
8/7/2014,41.64,8071
8/7/2014,41.91,8167
8/7/2014,42.9,8228
8/7/2014,43.93,8267
8/7/2014,42.79,8274
8/7/2014,41.36,8185
8/7/2014,38.86,7891
8/7/2014,36.48,7584
8/7/2014,38.62,7450
8/7/2014,36.44,7326
8/7/2014,31.7,7071
8/7/2014,28.65,6687
8/7/2014,26.34,6294
8/8/2014,22.86,5732
8/8/2014,19.64,5432
8/8/2014,16.66,5254
8/8/2014,17.38,5233
8/8/2014,21.9,5497
8/8/2014,25.89,5757
8/8/2014,29.61,6309
8/8/2014,29.93,6821
8/8/2014,34.28,7205
8/8/2014,37.25,7494
8/8/2014,39.17,7710
8/8/2014,39.9,7857
8/8/2014,41.27,7958
8/8/2014,42.11,8033
8/8/2014,42.86,8091
8/8/2014,44.26,8102
8/8/2014,42.32,8064
8/8/2014,39.29,7764
8/8/2014,36.11,7456
8/8/2014,39.3,7317
8/8/2014,36.2,7250
8/8/2014,30.47,7040
8/8/2014,28.73,6679
8/8/2014,26.39,6183
8/9/2014,23.46,5720
8/9/2014,21.27,5402
8/9/2014,18.68,5192
8/9/2014,17.88,5103
8/9/2014,18.79,5071
8/9/2014,18.73,5118
8/9/2014,22.28,5333
8/9/2014,27.3,5683
8/9/2014,31,6046
8/9/2014,33.28,6404
8/9/2014,34.28,6665
8/9/2014,35.31,6818
8/9/2014,36.79,6891
8/9/2014,38.46,6953
8/9/2014,39.01,7003
8/9/2014,40.14,7016
8/9/2014,40.12,6992
8/9/2014,38.39,6841
8/9/2014,35.23,6740
8/9/2014,36.53,6749
8/9/2014,34.25,6777
8/9/2014,33.28,6635
8/9/2014,28.47,6375
8/9/2014,26.42,5949
8/10/2014,23.21,5708
8/10/2014,20.65,5441
8/10/2014,17.81,5257
8/10/2014,17.03,5173
8/10/2014,17.47,5109
8/10/2014,16.26,5133
8/10/2014,17.76,5301
8/10/2014,24.5,5620
8/10/2014,29.67,5999
8/10/2014,31.64,6409
8/10/2014,33.49,6717
8/10/2014,34.82,6915
8/10/2014,37.07,7019
8/10/2014,38.2,7123
8/10/2014,39.43,7190
8/10/2014,40.54,7219
8/10/2014,41.24,7215
8/10/2014,39.38,7077
8/10/2014,37.77,6952
8/10/2014,38.6,7056
8/10/2014,37.06,7034
8/10/2014,33.3,6853
8/10/2014,29.99,6476
8/10/2014,28.8,6080
8/11/2014,25.33,5863
8/11/2014,22.79,5703
8/11/2014,21.8,5603
8/11/2014,22.32,5584
8/11/2014,25.23,5734
8/11/2014,27.81,6203
8/11/2014,29.26,6806
8/11/2014,34.12,7349
8/11/2014,38.33,7763
8/11/2014,40.54,8078
8/11/2014,42.28,8284
8/11/2014,45.33,8408
8/11/2014,49.98,8507
8/11/2014,54.49,8612
8/11/2014,56.15,8672
8/11/2014,57.07,8729
8/11/2014,54.5,8651
8/11/2014,44.89,8308
8/11/2014,41.16,7924
8/11/2014,42.03,7764
8/11/2014,39.02,7614
8/11/2014,33.76,7307
8/11/2014,30.73,6830
8/11/2014,27.5,6227
8/12/2014,25.22,5981
8/12/2014,21.79,5821
8/12/2014,20.04,5729
8/12/2014,21.3,5701
8/12/2014,24.46,5856
8/12/2014,26.97,6413
8/12/2014,29.38,7043
8/12/2014,30.94,7563
8/12/2014,35.43,7933
8/12/2014,37.14,8170
8/12/2014,38.94,8302
8/12/2014,40.3,8340
8/12/2014,40.74,8363
8/12/2014,41.08,8384
8/12/2014,41.22,8404
8/12/2014,42.18,8437
8/12/2014,41.15,8369
8/12/2014,38.91,8022
8/12/2014,36.56,7723
8/12/2014,37.69,7611
8/12/2014,34.56,7439
8/12/2014,30.14,7127
8/12/2014,27.3,6637
8/12/2014,27.03,6222
8/13/2014,22.1,5998
8/13/2014,20.32,5889
8/13/2014,18.99,5816
8/13/2014,19.84,5786
8/13/2014,22.3,5886
8/13/2014,28.22,6467
8/13/2014,32.24,7099
8/13/2014,33.01,7652
8/13/2014,35.88,8055
8/13/2014,38.3,8329
8/13/2014,39.37,8497
8/13/2014,40.52,8574
8/13/2014,41.2,8629
8/13/2014,41.36,8669
8/13/2014,42.59,8706
8/13/2014,42.42,8772
8/13/2014,41.41,8710
8/13/2014,38.97,8349
8/13/2014,35.74,7975
8/13/2014,37.45,7812
8/13/2014,34.63,7639
8/13/2014,31,7331
8/13/2014,27.53,6805
8/13/2014,23.17,6260
8/14/2014,19.42,5874
8/14/2014,16.78,5518
8/14/2014,15.35,5306
8/14/2014,16.01,5265
8/14/2014,19.03,5564
8/14/2014,23.92,5819
8/14/2014,26.74,6378
8/14/2014,29.81,6880
8/14/2014,30.78,7222
8/14/2014,32.62,7465
8/14/2014,34.23,7603
8/14/2014,34.83,7667
8/14/2014,34.6,7710
8/14/2014,36.06,7794
8/14/2014,36.09,7842
8/14/2014,36.5,7902
8/14/2014,35.7,7846
8/14/2014,34.5,7511
8/14/2014,32.26,7192
8/14/2014,33.75,7079
8/14/2014,30.24,6973
8/14/2014,27.55,6709
8/14/2014,23.16,6266
8/14/2014,24.28,5757
8/15/2014,20.47,5336
8/15/2014,18.43,5032
8/15/2014,16.08,4875
8/15/2014,16.75,4848
8/15/2014,20.46,5105
8/15/2014,25.44,5407
8/15/2014,29.3,5958
8/15/2014,30.13,6451
8/15/2014,32.98,6786
8/15/2014,35.02,7020
8/15/2014,35.83,7164
8/15/2014,35.1,7236
8/15/2014,35.6,7276
8/15/2014,36.65,7329
8/15/2014,38.23,7368
8/15/2014,37.53,7421
8/15/2014,36.4,7370
8/15/2014,33.71,7065
8/15/2014,31.01,6772
8/15/2014,32.79,6655
8/15/2014,29.84,6537
8/15/2014,29.25,6304
8/15/2014,25.07,5988
8/15/2014,22.04,5625
8/16/2014,18.42,5182
8/16/2014,16.6,4917
8/16/2014,14.5,4733
8/16/2014,14.86,4639
8/16/2014,15.64,4615
8/16/2014,15.53,4725
8/16/2014,18.19,4930
8/16/2014,23.6,5255
8/16/2014,28.14,5580
8/16/2014,29.52,5893
8/16/2014,31.67,6099
8/16/2014,31.42,6217
8/16/2014,32.07,6286
8/16/2014,32.93,6329
8/16/2014,33.03,6376
8/16/2014,33.59,6386
8/16/2014,33.09,6362
8/16/2014,31.92,6240
8/16/2014,30.05,6123
8/16/2014,31.73,6158
8/16/2014,31.09,6141
8/16/2014,28.75,5991
8/16/2014,24.25,5761
8/16/2014,21.02,5384
8/17/2014,18.11,5201
8/17/2014,14.53,5057
8/17/2014,14.47,4954
8/17/2014,14.32,4889
8/17/2014,14.43,4840
8/17/2014,13.75,4944
8/17/2014,15.68,5057
8/17/2014,21.67,5306
8/17/2014,23.12,5674
8/17/2014,26.2,6011
8/17/2014,28.73,6260
8/17/2014,29.66,6426
8/17/2014,30.64,6523
8/17/2014,30.94,6590
8/17/2014,32.27,6659
8/17/2014,33.28,6713
8/17/2014,34.68,6692
8/17/2014,31.26,6533
8/17/2014,31.07,6481
8/17/2014,33.31,6598
8/17/2014,30.3,6551
8/17/2014,29.61,6381
8/17/2014,26.41,6025
8/17/2014,22.76,5560
8/18/2014,18.18,5253
8/18/2014,16,5135
8/18/2014,15.67,5056
8/18/2014,15.97,5032
8/18/2014,20.35,5146
8/18/2014,23.11,5617
8/18/2014,24.84,6156
8/18/2014,27.06,6674
8/18/2014,30.43,7026
8/18/2014,32.89,7279
8/18/2014,34.95,7448
8/18/2014,37.02,7565
8/18/2014,39.51,7646
8/18/2014,40.79,7721
8/18/2014,41.28,7791
8/18/2014,41.31,7846
8/18/2014,41.28,7815
8/18/2014,35.59,7513
8/18/2014,33.58,7249
8/18/2014,35.23,7165
8/18/2014,31.88,7043
8/18/2014,27.12,6774
8/18/2014,25.69,6354
8/18/2014,24.18,5801
8/19/2014,19.15,5405
8/19/2014,17.26,5253
8/19/2014,15.89,5155
8/19/2014,16.8,5115
8/19/2014,20.08,5236
8/19/2014,25.41,5733
8/19/2014,26.51,6310
8/19/2014,28.83,6852
8/19/2014,32.19,7234
8/19/2014,34.66,7475
8/19/2014,36.78,7604
8/19/2014,37.26,7710
8/19/2014,38.77,7804
8/19/2014,40.79,7851
8/19/2014,41.19,7901
8/19/2014,41.27,7924
8/19/2014,39.8,7885
8/19/2014,36.13,7516
8/19/2014,35.75,7289
8/19/2014,36.46,7188
8/19/2014,30.81,7045
8/19/2014,27.24,6755
8/19/2014,25.8,6301
8/19/2014,25.92,5782
8/20/2014,22.58,5528
8/20/2014,19.66,5393
8/20/2014,18.59,5302
8/20/2014,19.01,5260
8/20/2014,23.24,5336
8/20/2014,26.66,5801
8/20/2014,30.69,6383
8/20/2014,32.86,6942
8/20/2014,35.72,7292
8/20/2014,37.35,7548
8/20/2014,38.86,7711
8/20/2014,40.8,7831
8/20/2014,42.62,7917
8/20/2014,43.22,7971
8/20/2014,42.68,8020
8/20/2014,43.6,8028
8/20/2014,42.13,7974
8/20/2014,38.12,7612
8/20/2014,37.82,7333
8/20/2014,39.45,7257
8/20/2014,35.14,7080
8/20/2014,31.9,6791
8/20/2014,28.4,6342
8/20/2014,26.37,5923
8/21/2014,23.64,5695
8/21/2014,19.98,5586
8/21/2014,19.23,5520
8/21/2014,19.86,5472
8/21/2014,23.84,5516
8/21/2014,26.93,6083
8/21/2014,29.85,6625
8/21/2014,31.66,7129
8/21/2014,35.22,7461
8/21/2014,35.56,7684
8/21/2014,37.39,7836
8/21/2014,37.45,7955
8/21/2014,39.57,8032
8/21/2014,39.83,8077
8/21/2014,41,8111
8/21/2014,41.32,8130
8/21/2014,40.02,8082
8/21/2014,36.23,7772
8/21/2014,35.09,7508
8/21/2014,38.5,7408
8/21/2014,33.62,7210
8/21/2014,30,6913
8/21/2014,25.87,6478
8/21/2014,25.63,6010
8/22/2014,23.46,5810
8/22/2014,18.89,5666
8/22/2014,18.48,5575
8/22/2014,18.74,5522
8/22/2014,22.06,5615
8/22/2014,26.09,6157
8/22/2014,28.68,6709
8/22/2014,30.63,7216
8/22/2014,34.98,7562
8/22/2014,35.19,7786
8/22/2014,36.7,7924
8/22/2014,37.33,8013
8/22/2014,38.16,8036
8/22/2014,38.93,7998
8/22/2014,39.53,8010
8/22/2014,40.07,8023
8/22/2014,38.67,7958
8/22/2014,35.2,7610
8/22/2014,32.58,7323
8/22/2014,33.5,7209
8/22/2014,28.8,6993
8/22/2014,28.65,6720
8/22/2014,25.73,6330
8/22/2014,25.38,5829
8/23/2014,22.08,5468
8/23/2014,18.82,5301
8/23/2014,18.13,5180
8/23/2014,17.13,5085
8/23/2014,17.94,4940
8/23/2014,19.65,5070
8/23/2014,20.67,5241
8/23/2014,22.95,5596
8/23/2014,28,5919
8/23/2014,29.35,6193
8/23/2014,30.89,6367
8/23/2014,31.65,6457
8/23/2014,31.08,6461
8/23/2014,31.72,6398
8/23/2014,32.71,6378
8/23/2014,33.4,6381
8/23/2014,33.34,6356
8/23/2014,30.43,6257
8/23/2014,30.87,6127
8/23/2014,33,6163
8/23/2014,29.4,6107
8/23/2014,27.2,5975
8/23/2014,22.89,5723
8/23/2014,23.79,5378
8/24/2014,22.22,5187
8/24/2014,20.34,4974
8/24/2014,17.61,4814
8/24/2014,17.54,4719
8/24/2014,17.72,4600
8/24/2014,16.84,4675
8/24/2014,18.89,4787
8/24/2014,22.58,5093
8/24/2014,27.68,5415
8/24/2014,29.72,5753
8/24/2014,31.27,6005
8/24/2014,31.4,6190
8/24/2014,33.04,6270
8/24/2014,34.28,6289
8/24/2014,36.41,6330
8/24/2014,38.61,6374
8/24/2014,38.78,6367
8/24/2014,35.66,6272
8/24/2014,35.96,6186
8/24/2014,38.45,6302
8/24/2014,34.23,6240
8/24/2014,30.95,6073
8/24/2014,28.06,5708
8/24/2014,27.78,5311
8/25/2014,24.41,5154
8/25/2014,23.08,5055
8/25/2014,22.12,4988
8/25/2014,22.23,4973
8/25/2014,24.34,5076
8/25/2014,26.94,5604
8/25/2014,31,6171
8/25/2014,34.18,6752
8/25/2014,38.74,7170
8/25/2014,41.4,7483
8/25/2014,45.29,7689
8/25/2014,46.99,7865
8/25/2014,51.13,7987
8/25/2014,53.87,8052
8/25/2014,59.9,8126
8/25/2014,60.96,8156
8/25/2014,54.32,8088
8/25/2014,45.83,7721
8/25/2014,42.89,7453
8/25/2014,45.78,7385
8/25/2014,38.74,7217
8/25/2014,34.51,6914
8/25/2014,31.3,6391
8/25/2014,29.61,6037
8/26/2014,25.94,5778
8/26/2014,24.57,5607
8/26/2014,22.78,5501
8/26/2014,23.7,5476
8/26/2014,24.72,5596
8/26/2014,27.94,6101
8/26/2014,31.73,6701
8/26/2014,34.8,7296
8/26/2014,38.47,7729
8/26/2014,40.66,8050
8/26/2014,45.03,8259
8/26/2014,47.79,8433
8/26/2014,52.31,8548
8/26/2014,55.09,8596
8/26/2014,62.69,8663
8/26/2014,65.92,8677
8/26/2014,59.3,8572
8/26/2014,46.77,8165
8/26/2014,43.94,7868
8/26/2014,45.31,7793
8/26/2014,39.35,7569
8/26/2014,36.51,7251
8/26/2014,33.05,6718
8/26/2014,31.28,6523
8/27/2014,27.48,6192
8/27/2014,25.95,6007
8/27/2014,24.75,5890
8/27/2014,25.11,5860
8/27/2014,26.73,5970
8/27/2014,30.97,6480
8/27/2014,33.52,7090
8/27/2014,36.26,7692
8/27/2014,39.21,8165
8/27/2014,41.66,8520
8/27/2014,45.58,8771
8/27/2014,49.22,8973
8/27/2014,53.73,9120
8/27/2014,61.78,9203
8/27/2014,71.42,9306
8/27/2014,73.79,9356
8/27/2014,61.41,9290
8/27/2014,46.54,8942
8/27/2014,43.48,8602
8/27/2014,44.3,8462
8/27/2014,39.72,8288
8/27/2014,37.44,7977
8/27/2014,33.54,7490
8/27/2014,30.85,6764
8/28/2014,26.46,6395
8/28/2014,24.27,5875
8/28/2014,22.11,5588
8/28/2014,22.2,5553
8/28/2014,24.79,5934
8/28/2014,28.62,6164
8/28/2014,33.05,6745
8/28/2014,33.72,7302
8/28/2014,35.35,7705
8/28/2014,37.37,7972
8/28/2014,39.27,8133
8/28/2014,41.2,8259
8/28/2014,42.8,8333
8/28/2014,43.43,8360
8/28/2014,45.51,8411
8/28/2014,46.75,8420
8/28/2014,43.14,8306
8/28/2014,39.31,7886
8/28/2014,37.73,7616
8/28/2014,38.48,7539
8/28/2014,33.45,7316
8/28/2014,32.69,7018
8/28/2014,26.97,6533
8/28/2014,26.46,5953
8/29/2014,24.11,5708
8/29/2014,21.34,5348
8/29/2014,19.21,5143
8/29/2014,19.1,5119
8/29/2014,21.98,5449
8/29/2014,25.3,5710
8/29/2014,28.35,6260
8/29/2014,30.2,6774
8/29/2014,34.08,7143
8/29/2014,35.56,7387
8/29/2014,37.85,7539
8/29/2014,39.76,7646
8/29/2014,40.77,7711
8/29/2014,41.02,7758
8/29/2014,42.11,7774
8/29/2014,42.76,7747
8/29/2014,41.09,7624
8/29/2014,35.49,7221
8/29/2014,33.55,6974
8/29/2014,34.83,6903
8/29/2014,31.29,6683
8/29/2014,30.01,6435
8/29/2014,26.69,6062
8/29/2014,23.2,5708
8/30/2014,21.69,5251
8/30/2014,19.25,5025
8/30/2014,17.62,4878
8/30/2014,16.41,4819
8/30/2014,17.44,4806
8/30/2014,16.97,4911
8/30/2014,19.21,5143
8/30/2014,23.12,5537
8/30/2014,26.21,5938
8/30/2014,29.64,6267
8/30/2014,30.97,6474
8/30/2014,32.81,6601
8/30/2014,33.75,6647
8/30/2014,34.24,6662
8/30/2014,35.13,6678
8/30/2014,36.44,6693
8/30/2014,35.32,6632
8/30/2014,34.26,6484
8/30/2014,33.83,6402
8/30/2014,34.39,6451
8/30/2014,32.05,6373
8/30/2014,28.93,6193
8/30/2014,25.99,5935
8/30/2014,26.01,5488
8/31/2014,23.48,5378
8/31/2014,22.07,5365
8/31/2014,19.54,5351
8/31/2014,18.38,5343
8/31/2014,18.29,5272
8/31/2014,17,5481
8/31/2014,19.57,5537
8/31/2014,23.63,5730
8/31/2014,28.22,6122
8/31/2014,31.45,6540
8/31/2014,34.84,6900
8/31/2014,37.56,7173
8/31/2014,40.01,7322
8/31/2014,42,7418
8/31/2014,43.55,7491
8/31/2014,47.79,7530
8/31/2014,46.04,7518
8/31/2014,42.67,7404
8/31/2014,42.05,7440
8/31/2014,42.96,7541
8/31/2014,39.14,7436
8/31/2014,35.78,7159
8/31/2014,32.24,6776
8/31/2014,30.17,6368
9/1/2014,29.38,6025
9/1/2014,25.55,6055
9/1/2014,23.48,6073
9/1/2014,22.72,6073
9/1/2014,22.62,5956
9/1/2014,23.72,6182
9/1/2014,26.97,6344
9/1/2014,30.93,6587
9/1/2014,34.44,6969
9/1/2014,38.94,7360
9/1/2014,40.68,7657
9/1/2014,43.67,7841
9/1/2014,46.57,7848
9/1/2014,49.93,7867
9/1/2014,53.38,7863
9/1/2014,55.64,7877
9/1/2014,53.56,7917
9/1/2014,49.57,7895
9/1/2014,51.95,7821
9/1/2014,51.48,7884
9/1/2014,43.52,7852
9/1/2014,38.58,7602
9/1/2014,33.3,7186
9/1/2014,32.75,6885
9/2/2014,30.7,6611
9/2/2014,28.32,6549
9/2/2014,27.21,6506
9/2/2014,27.08,6486
9/2/2014,28.97,6514
9/2/2014,33.15,7118
9/2/2014,36.88,7714
9/2/2014,39.39,8312
9/2/2014,42.35,8777
9/2/2014,49.75,9129
9/2/2014,55.15,9369
9/2/2014,65.83,9557
9/2/2014,71.47,9680
9/2/2014,79.38,9782
9/2/2014,89.91,9879
9/2/2014,94.56,9907
9/2/2014,80,9880
9/2/2014,62.21,9542
9/2/2014,60.14,9238
9/2/2014,57.34,9089
9/2/2014,48.64,8859
9/2/2014,39.52,8466
9/2/2014,36.78,7970
9/2/2014,36.34,7517
9/3/2014,34.11,7009
9/3/2014,31.33,6774
9/3/2014,29.53,6620
9/3/2014,27.15,6565
9/3/2014,30.24,6662
9/3/2014,34.65,7051
9/3/2014,39.12,7628
9/3/2014,40.12,8187
9/3/2014,41.08,8590
9/3/2014,45.68,8891
9/3/2014,50.01,9092
9/3/2014,53.89,9247
9/3/2014,56.14,9352
9/3/2014,60.35,9445
9/3/2014,64.34,9505
9/3/2014,64.34,9474
9/3/2014,58.19,9349
9/3/2014,46.81,8971
9/3/2014,46.61,8698
9/3/2014,46.03,8612
9/3/2014,40.47,8366
9/3/2014,37.69,8027
9/3/2014,31.1,7554
9/3/2014,33.51,7117
9/4/2014,29.02,6488
9/4/2014,28.03,6235
9/4/2014,27.21,6072
9/4/2014,27.21,6011
9/4/2014,27.68,6129
9/4/2014,33.13,6547
9/4/2014,37.21,7093
9/4/2014,39.35,7668
9/4/2014,43.13,8065
9/4/2014,44.89,8368
9/4/2014,48.16,8581
9/4/2014,50.15,8758
9/4/2014,54.39,8884
9/4/2014,58.31,9008
9/4/2014,63.99,9091
9/4/2014,65.03,9070
9/4/2014,58.38,8928
9/4/2014,49.06,8537
9/4/2014,48.79,8278
9/4/2014,48.38,8205
9/4/2014,43.18,7961
9/4/2014,39.66,7626
9/4/2014,32.85,7182
9/4/2014,32.41,6802
9/5/2014,29.34,6390
9/5/2014,26.61,6234
9/5/2014,25.29,6125
9/5/2014,24.51,6072
9/5/2014,27.76,6143
9/5/2014,34.42,6676
9/5/2014,39.03,7261
9/5/2014,39.79,7927
9/5/2014,43.19,8420
9/5/2014,45.65,8775
9/5/2014,48.42,9026
9/5/2014,52.64,9230
9/5/2014,58.05,9370
9/5/2014,61.78,9452
9/5/2014,69.14,9495
9/5/2014,72.02,9490
9/5/2014,61.85,9323
9/5/2014,50.46,8933
9/5/2014,49.43,8607
9/5/2014,48.36,8449
9/5/2014,44.61,8219
9/5/2014,43.25,7861
9/5/2014,39.16,7436
9/5/2014,38.29,6975
9/6/2014,35.96,6788
9/6/2014,31.55,6600
9/6/2014,28.1,6446
9/6/2014,26.65,6339
9/6/2014,25.62,6162
9/6/2014,28.05,6295
9/6/2014,32.2,6573
9/6/2014,35.69,7119
9/6/2014,39.7,7627
9/6/2014,41.8,8079
9/6/2014,45.74,8410
9/6/2014,50.3,8647
9/6/2014,52.11,8777
9/6/2014,54.3,8839
