Transaction Dates (Calculated),N.Y.C. - J Day Ahead Price,N.Y.C. - J Day Ahead Forecast Load
1/1/2014,53.88,5389
1/1/2014,43.75,5199
1/1/2014,50,4998
1/1/2014,44.36,4856
1/1/2014,45.18,4752
1/1/2014,47.21,4780
1/1/2014,56.28,4870
1/1/2014,54.57,4956
1/1/2014,53.03,5047
1/1/2014,56.98,5185
1/1/2014,58.64,5370
1/1/2014,61.3,5502
1/1/2014,58.84,5629
1/1/2014,56.31,5695
1/1/2014,53.83,5724
1/1/2014,56.28,5751
1/1/2014,76.53,5881
1/1/2014,123.49,6169
1/1/2014,114.59,6219
1/1/2014,91.27,6164
1/1/2014,83.97,6100
1/1/2014,73.17,5979
1/1/2014,57.04,5771
1/1/2014,58.25,5478
1/2/2014,52.27,5210
1/2/2014,50.53,4958
1/2/2014,56.74,4775
1/2/2014,55.94,4693
1/2/2014,61.7,4707
1/2/2014,62.13,4909
1/2/2014,128.76,5354
1/2/2014,161.91,5860
1/2/2014,137.95,6200
1/2/2014,165.02,6459
1/2/2014,166.91,6603
1/2/2014,180.5,6684
1/2/2014,181.51,6727
1/2/2014,169.37,6731
1/2/2014,166.57,6725
1/2/2014,154.88,6706
1/2/2014,187.09,6826
1/2/2014,260.63,7059
1/2/2014,223.96,6965
1/2/2014,204.33,6804
1/2/2014,191.67,6619
1/2/2014,176.02,6395
1/2/2014,122.11,6101
1/2/2014,72.88,5698
1/3/2014,111.35,5279
1/3/2014,105.47,5059
1/3/2014,111.36,4897
1/3/2014,104.11,4833
1/3/2014,98.37,4878
1/3/2014,133.28,5147
1/3/2014,167.88,5698
1/3/2014,199.77,6330
1/3/2014,175,6757
1/3/2014,186.28,7048
1/3/2014,191,7212
1/3/2014,186.76,7309
1/3/2014,184.09,7336
1/3/2014,186.06,7317
1/3/2014,184.09,7257
1/3/2014,182.61,7213
1/3/2014,222.59,7313
1/3/2014,296.58,7567
1/3/2014,274.82,7472
1/3/2014,234.51,7262
1/3/2014,196.55,7039
1/3/2014,190.4,6789
1/3/2014,186.27,6500
1/3/2014,176.34,6093
1/4/2014,168.42,5805
1/4/2014,157.27,5537
1/4/2014,154.54,5333
1/4/2014,150.24,5240
1/4/2014,153.53,5150
1/4/2014,158.01,5123
1/4/2014,188.61,5309
1/4/2014,176.26,5706
1/4/2014,189.21,6034
1/4/2014,209.56,6324
1/4/2014,206.2,6489
1/4/2014,191.35,6563
1/4/2014,174.84,6536
1/4/2014,167.5,6459
1/4/2014,150.22,6366
1/4/2014,153.6,6275
1/4/2014,196.23,6370
1/4/2014,252.17,6722
1/4/2014,213.96,6771
1/4/2014,192.98,6691
1/4/2014,182.67,6557
1/4/2014,166.08,6395
1/4/2014,148.5,6203
1/4/2014,138.71,5893
1/5/2014,118.52,5415
1/5/2014,111.43,5167
1/5/2014,109.16,4980
1/5/2014,101.94,4896
1/5/2014,99.69,4818
1/5/2014,97.85,4762
1/5/2014,106.88,4872
1/5/2014,88.07,5141
1/5/2014,89.71,5414
1/5/2014,125.17,5684
1/5/2014,124.58,5875
1/5/2014,121.3,5985
1/5/2014,111.34,6031
1/5/2014,103.64,6033
1/5/2014,98.83,6015
1/5/2014,92.74,5994
1/5/2014,110,6112
1/5/2014,172.57,6358
1/5/2014,147.57,6364
1/5/2014,132.85,6284
1/5/2014,125.48,6170
1/5/2014,103.38,6004
1/5/2014,96.17,5768
1/5/2014,86.75,5451
1/6/2014,76.51,5039
1/6/2014,76.98,4768
1/6/2014,74.85,4591
1/6/2014,70.91,4513
1/6/2014,72.28,4525
1/6/2014,79.81,4731
1/6/2014,110.81,5264
1/6/2014,146.56,5871
1/6/2014,139.15,6255
1/6/2014,134.66,6490
1/6/2014,139.39,6618
1/6/2014,135.39,6693
1/6/2014,124.75,6753
1/6/2014,122.68,6762
1/6/2014,118.7,6766
1/6/2014,128.18,6775
1/6/2014,138.43,6896
1/6/2014,194.05,7051
1/6/2014,179.05,6966
1/6/2014,158.59,6799
1/6/2014,138.07,6608
1/6/2014,116.47,6371
1/6/2014,108.46,6038
1/6/2014,111.26,5609
1/7/2014,157.09,5287
1/7/2014,151.63,5050
1/7/2014,149.32,4895
1/7/2014,148.12,4828
1/7/2014,153.08,4897
1/7/2014,165.15,5195
1/7/2014,202.34,5774
1/7/2014,235,6377
1/7/2014,216.97,6796
1/7/2014,224.49,7073
1/7/2014,231.03,7243
1/7/2014,220.67,7342
1/7/2014,192.67,7407
1/7/2014,196.29,7417
1/7/2014,188.12,7408
1/7/2014,192.22,7417
1/7/2014,211,7516
1/7/2014,300.35,7699
1/7/2014,295.6,7607
1/7/2014,254.29,7395
1/7/2014,242.79,7152
1/7/2014,209.3,6842
1/7/2014,186.66,6455
1/7/2014,173.67,5975
1/8/2014,208.64,5637
1/8/2014,189.71,5330
1/8/2014,188.26,5146
1/8/2014,187.79,5058
1/8/2014,189.5,5127
1/8/2014,212.78,5407
1/8/2014,259.6,5948
1/8/2014,266.2,6484
1/8/2014,250.24,6860
1/8/2014,249.15,7105
1/8/2014,240.04,7250
1/8/2014,225.88,7328
1/8/2014,217.78,7373
1/8/2014,209.64,7361
1/8/2014,202.17,7332
1/8/2014,213.65,7339
1/8/2014,217.68,7427
1/8/2014,285.81,7595
1/8/2014,269.99,7505
1/8/2014,238.39,7290
1/8/2014,231.68,7044
1/8/2014,218.07,6745
1/8/2014,201.09,6361
1/8/2014,197.51,5902
1/9/2014,182.3,5581
1/9/2014,158.65,5270
1/9/2014,158.71,5077
1/9/2014,162.88,4982
1/9/2014,163.88,5034
1/9/2014,180.44,5278
1/9/2014,190.36,5790
1/9/2014,241.2,6278
1/9/2014,244.85,6638
1/9/2014,230.58,6867
1/9/2014,189.56,7028
1/9/2014,182.12,7094
1/9/2014,180.37,7144
1/9/2014,177.2,7141
1/9/2014,175.86,7117
1/9/2014,176.21,7120
1/9/2014,186.51,7189
1/9/2014,257.52,7383
1/9/2014,227.9,7310
1/9/2014,194.74,7116
1/9/2014,187,6885
1/9/2014,180.29,6622
1/9/2014,166.58,6276
1/9/2014,152.53,5853
1/10/2014,64.57,5471
1/10/2014,66.65,5163
1/10/2014,61.49,4957
1/10/2014,53.3,4856
1/10/2014,60.79,4892
1/10/2014,54.08,5125
1/10/2014,79.15,5609
1/10/2014,96.48,6112
1/10/2014,91.33,6460
1/10/2014,86.52,6716
1/10/2014,78.01,6884
1/10/2014,75.94,6942
1/10/2014,72.75,6985
1/10/2014,71.17,6979
1/10/2014,65.51,6947
1/10/2014,65.42,6950
1/10/2014,76.73,7024
1/10/2014,105.2,7168
1/10/2014,84.48,7054
1/10/2014,77.64,6836
1/10/2014,71.92,6600
1/10/2014,68.39,6362
1/10/2014,46.48,6076
1/10/2014,49.27,5695
1/11/2014,31.72,5251
1/11/2014,30.45,4964
1/11/2014,31.36,4771
1/11/2014,30.1,4664
1/11/2014,29.99,4552
1/11/2014,29.36,4519
1/11/2014,33.85,4629
1/11/2014,32.25,4891
1/11/2014,35.81,5174
1/11/2014,38.87,5459
1/11/2014,40.5,5681
1/11/2014,39.84,5780
1/11/2014,38.61,5831
1/11/2014,36.39,5834
1/11/2014,35.28,5807
1/11/2014,35.51,5803
1/11/2014,39.07,5879
1/11/2014,49.92,6140
1/11/2014,45.23,6167
1/11/2014,42,6064
1/11/2014,39.71,5923
1/11/2014,37.43,5773
1/11/2014,33.86,5585
1/11/2014,34.42,5322
1/12/2014,33.66,5032
1/12/2014,33.04,4780
1/12/2014,30.07,4612
1/12/2014,29.86,4538
1/12/2014,30.09,4433
1/12/2014,26.44,4342
1/12/2014,25.93,4360
1/12/2014,26.56,4548
1/12/2014,28.45,4776
1/12/2014,32.43,5049
1/12/2014,35.35,5280
1/12/2014,35.53,5400
1/12/2014,36.14,5472
1/12/2014,34.86,5479
1/12/2014,34.08,5484
1/12/2014,33.43,5490
1/12/2014,36.57,5592
1/12/2014,50.06,5962
1/12/2014,47.96,6091
1/12/2014,44.34,6062
1/12/2014,40.49,5998
1/12/2014,41.24,5872
1/12/2014,35.15,5665
1/12/2014,33.36,5378
1/13/2014,29.78,5073
1/13/2014,26.14,4797
1/13/2014,26,4628
1/13/2014,25.9,4549
1/13/2014,25.88,4591
1/13/2014,31.28,4826
1/13/2014,39.53,5322
1/13/2014,45.23,5878
1/13/2014,40.04,6206
1/13/2014,40.38,6454
1/13/2014,40.38,6602
1/13/2014,40.01,6641
1/13/2014,39.38,6670
1/13/2014,38.09,6681
1/13/2014,37.16,6660
1/13/2014,36.92,6674
1/13/2014,42.87,6782
1/13/2014,56.67,6972
1/13/2014,49.7,6892
1/13/2014,45.91,6712
1/13/2014,41.01,6486
1/13/2014,38.04,6218
1/13/2014,34.81,5854
1/13/2014,33.24,5398
1/14/2014,31.08,4966
1/14/2014,26.8,4672
1/14/2014,25.92,4489
1/14/2014,25.62,4397
1/14/2014,26.13,4396
1/14/2014,32.09,4620
1/14/2014,47.52,5114
1/14/2014,50.67,5682
1/14/2014,47.84,6026
1/14/2014,46.93,6285
1/14/2014,48.58,6441
1/14/2014,46.06,6500
1/14/2014,42.83,6535
1/14/2014,42.19,6555
1/14/2014,41.93,6550
1/14/2014,41.89,6574
1/14/2014,44.75,6668
1/14/2014,61.28,6849
1/14/2014,55.02,6759
1/14/2014,51.37,6573
1/14/2014,45.47,6372
1/14/2014,39.88,6115
1/14/2014,37.82,5756
1/14/2014,36.15,5321
1/15/2014,31.48,4978
1/15/2014,27.07,4686
1/15/2014,25.87,4508
1/15/2014,25.7,4414
1/15/2014,27.07,4426
1/15/2014,36.01,4670
1/15/2014,50.82,5160
1/15/2014,53.21,5720
1/15/2014,50.82,6059
1/15/2014,52.06,6297
1/15/2014,52.15,6434
1/15/2014,51.07,6465
1/15/2014,46.87,6487
1/15/2014,45.35,6492
1/15/2014,43.25,6467
1/15/2014,43.07,6483
1/15/2014,45.45,6566
1/15/2014,61.34,6794
1/15/2014,55.82,6728
1/15/2014,52.96,6552
1/15/2014,45.31,6345
1/15/2014,42.85,6099
1/15/2014,39.72,5764
1/15/2014,37.84,5322
1/16/2014,40.15,4961
1/16/2014,33.94,4689
1/16/2014,31.67,4519
1/16/2014,31.2,4432
1/16/2014,33.6,4441
1/16/2014,37.07,4667
1/16/2014,46.26,5164
1/16/2014,56.36,5746
1/16/2014,51.27,6084
1/16/2014,55,6333
1/16/2014,56.44,6469
1/16/2014,56.51,6517
1/16/2014,51.17,6536
1/16/2014,47.07,6546
1/16/2014,45.39,6514
1/16/2014,45.35,6534
1/16/2014,46.28,6605
1/16/2014,64.08,6812
1/16/2014,59.54,6766
1/16/2014,57.34,6586
1/16/2014,47.49,6380
1/16/2014,45.55,6125
1/16/2014,43.77,5799
1/16/2014,45.08,5378
1/17/2014,36.93,5025
1/17/2014,32.64,4747
1/17/2014,31.02,4576
1/17/2014,29.68,4495
1/17/2014,33.9,4507
1/17/2014,35.53,4744
1/17/2014,54.33,5251
1/17/2014,56.56,5830
1/17/2014,50.11,6181
1/17/2014,56.03,6427
1/17/2014,55.27,6562
1/17/2014,51.15,6599
1/17/2014,47.22,6600
1/17/2014,44.94,6583
1/17/2014,42.99,6539
1/17/2014,42.44,6537
1/17/2014,43.29,6587
1/17/2014,58.21,6761
1/17/2014,54.65,6698
1/17/2014,49.66,6507
1/17/2014,43.6,6273
1/17/2014,43.75,6039
1/17/2014,42.93,5765
1/17/2014,39.61,5379
1/18/2014,55.54,4964
1/18/2014,45.93,4735
1/18/2014,41.92,4579
1/18/2014,41.09,4490
1/18/2014,39.56,4398
1/18/2014,40.28,4385
1/18/2014,51.61,4511
1/18/2014,55.31,4801
1/18/2014,58.33,5084
1/18/2014,64.52,5362
1/18/2014,66,5561
1/18/2014,65.29,5650
1/18/2014,62.66,5670
1/18/2014,61.11,5662
1/18/2014,60.99,5633
1/18/2014,57.75,5634
1/18/2014,57.54,5697
1/18/2014,78.46,5976
1/18/2014,69.46,6082
1/18/2014,68.83,6018
1/18/2014,61.14,5901
1/18/2014,61.17,5767
1/18/2014,59.95,5611
1/18/2014,59.93,5367
1/19/2014,61.62,5028
1/19/2014,55.14,4807
1/19/2014,51.39,4640
1/19/2014,51.68,4562
1/19/2014,54.09,4487
1/19/2014,55.52,4423
1/19/2014,56.44,4449
1/19/2014,59.18,4630
1/19/2014,60.89,4868
1/19/2014,68.35,5166
1/19/2014,80.62,5393
1/19/2014,80.37,5511
1/19/2014,71.54,5562
1/19/2014,70.76,5581
1/19/2014,66.37,5577
1/19/2014,66.53,5595
1/19/2014,85.76,5677
1/19/2014,132.32,5958
1/19/2014,115.87,6083
1/19/2014,104.89,6054
1/19/2014,95.32,5962
1/19/2014,80.21,5808
1/19/2014,72.12,5593
1/19/2014,61.5,5305
1/20/2014,78.29,4954
1/20/2014,68.22,4727
1/20/2014,67.45,4575
1/20/2014,63.59,4494
1/20/2014,69.23,4479
1/20/2014,75.25,4628
1/20/2014,122.25,4919
1/20/2014,134.59,5266
1/20/2014,135.6,5590
1/20/2014,146.49,5884
1/20/2014,150.27,6088
1/20/2014,146.08,6185
1/20/2014,135.47,6199
1/20/2014,129.18,6202
1/20/2014,125.47,6192
1/20/2014,125.76,6217
1/20/2014,155.38,6285
1/20/2014,223.45,6514
1/20/2014,203.68,6539
1/20/2014,167.84,6417
1/20/2014,145.22,6257
1/20/2014,133.3,6039
1/20/2014,115.46,5748
1/20/2014,107.49,5355
1/21/2014,165.85,5019
1/21/2014,149.93,4806
1/21/2014,148.6,4673
1/21/2014,147.62,4617
1/21/2014,159.25,4627
1/21/2014,185.84,4878
1/21/2014,250.61,5411
1/21/2014,313.47,5980
1/21/2014,294.47,6354
1/21/2014,288.36,6640
1/21/2014,256.85,6795
1/21/2014,240.18,6860
1/21/2014,227.42,6886
1/21/2014,228.1,6887
1/21/2014,214.8,6875
1/21/2014,238.36,6912
1/21/2014,283.02,7004
1/21/2014,380.44,7195
1/21/2014,326.82,7164
1/21/2014,290.61,6984
1/21/2014,276.84,6765
1/21/2014,254.91,6494
1/21/2014,217.08,6138
1/21/2014,190.37,5675
1/22/2014,202.04,5394
1/22/2014,183.84,5165
1/22/2014,184.87,5030
1/22/2014,184.72,4966
1/22/2014,192.05,5012
1/22/2014,224.97,5272
1/22/2014,296.1,5802
1/22/2014,344.7,6365
1/22/2014,319.67,6742
1/22/2014,329.21,7011
1/22/2014,308.4,7152
1/22/2014,278.74,7234
1/22/2014,254.1,7258
1/22/2014,235.78,7238
1/22/2014,239.78,7215
1/22/2014,256.22,7240
1/22/2014,294.16,7310
1/22/2014,377.02,7510
1/22/2014,364.7,7503
1/22/2014,317.13,7324
1/22/2014,303.66,7116
1/22/2014,278.91,6840
1/22/2014,245.54,6487
1/22/2014,202.74,6036
1/23/2014,259.89,5672
1/23/2014,222.64,5374
1/23/2014,219.72,5195
1/23/2014,226.22,5123
1/23/2014,252.07,5192
1/23/2014,300,5457
1/23/2014,354.02,5994
1/23/2014,438.23,6529
1/23/2014,407.78,6910
1/23/2014,385.91,7187
1/23/2014,399.55,7327
1/23/2014,360.12,7380
1/23/2014,328.6,7400
1/23/2014,326.92,7372
1/23/2014,331.5,7329
1/23/2014,338.94,7348
1/23/2014,435.31,7410
1/23/2014,516.81,7569
1/23/2014,500,7559
1/23/2014,453.47,7382
1/23/2014,450,7149
1/23/2014,375.69,6865
1/23/2014,331.11,6505
1/23/2014,286.96,6038
1/24/2014,346.17,5697
1/24/2014,303.8,5395
1/24/2014,300.17,5216
1/24/2014,317.06,5137
1/24/2014,328.26,5200
1/24/2014,355.7,5472
1/24/2014,447.02,6016
1/24/2014,453.93,6562
1/24/2014,448.32,6950
1/24/2014,449.93,7255
1/24/2014,466.13,7417
1/24/2014,423.26,7489
1/24/2014,380.58,7497
1/24/2014,351.03,7451
1/24/2014,347.69,7384
1/24/2014,370.88,7368
1/24/2014,450,7408
1/24/2014,543.52,7553
1/24/2014,512.26,7525
1/24/2014,459.85,7332
1/24/2014,449.06,7094
1/24/2014,390.08,6835
1/24/2014,329.85,6534
1/24/2014,312.59,6139
1/25/2014,194.16,5714
1/25/2014,180.49,5421
1/25/2014,180.44,5236
1/25/2014,164.04,5140
1/25/2014,165.95,5053
1/25/2014,175.38,5021
1/25/2014,183.77,5137
1/25/2014,206.66,5396
1/25/2014,215.19,5697
1/25/2014,237.65,6008
1/25/2014,228.69,6221
1/25/2014,210.87,6331
1/25/2014,201.3,6351
1/25/2014,197.57,6320
1/25/2014,196.18,6272
1/25/2014,196.41,6253
1/25/2014,212.87,6308
1/25/2014,341.6,6543
1/25/2014,292.67,6652
1/25/2014,224.85,6583
1/25/2014,213.15,6461
1/25/2014,205.99,6323
1/25/2014,195.28,6158
1/25/2014,194.01,5909
1/26/2014,311.1,5553
1/26/2014,263.83,5305
1/26/2014,241.27,5141
1/26/2014,230.82,5070
1/26/2014,227.7,4978
1/26/2014,237.81,4889
1/26/2014,271.4,4931
1/26/2014,269.7,5134
1/26/2014,357.19,5405
1/26/2014,417.18,5732
1/26/2014,396.88,5977
1/26/2014,447.9,6119
1/26/2014,451.6,6164
1/26/2014,441.64,6151
1/26/2014,440.9,6112
1/26/2014,423.39,6110
1/26/2014,440.07,6230
1/26/2014,528.68,6521
1/26/2014,513.43,6669
1/26/2014,450,6648
1/26/2014,395.48,6570
1/26/2014,388.62,6425
1/26/2014,371.59,6214
1/26/2014,301.01,5911
1/27/2014,383.5,5532
1/27/2014,258.77,5211
1/27/2014,246.61,5022
1/27/2014,238.33,4935
1/27/2014,244.64,4977
1/27/2014,320.75,5168
1/27/2014,410.68,5630
1/27/2014,469.14,6123
1/27/2014,490,6472
1/27/2014,513.19,6735
1/27/2014,490.66,6884
1/27/2014,480.81,6971
1/27/2014,478.11,6991
1/27/2014,475.59,6977
1/27/2014,474.58,6948
1/27/2014,474.53,6951
1/27/2014,481.99,7026
1/27/2014,566.33,7189
1/27/2014,564.07,7208
1/27/2014,498.29,7105
1/27/2014,462.65,6942
1/27/2014,480.25,6713
1/27/2014,434.49,6389
1/27/2014,331.21,5973
1/28/2014,343.35,5618
1/28/2014,281.47,5314
1/28/2014,270.35,5137
1/28/2014,267.64,5056
1/28/2014,290.65,5105
1/28/2014,374.57,5348
1/28/2014,466.51,5858
1/28/2014,504.46,6377
1/28/2014,474.88,6742
1/28/2014,531.08,7020
1/28/2014,530.82,7185
1/28/2014,529.8,7267
1/28/2014,528.89,7277
1/28/2014,528.42,7249
1/28/2014,518.56,7222
1/28/2014,511,7220
1/28/2014,483.91,7327
1/28/2014,597.82,7472
1/28/2014,604.64,7481
1/28/2014,557.18,7328
1/28/2014,497.49,7113
1/28/2014,499.02,6838
1/28/2014,400.69,6470
1/28/2014,366.95,6010
1/29/2014,267.83,5624
1/29/2014,259.47,5329
1/29/2014,248.16,5150
1/29/2014,249.09,5066
1/29/2014,260.58,5105
1/29/2014,331.16,5341
1/29/2014,440.46,5832
1/29/2014,457.59,6339
1/29/2014,580.19,6699
1/29/2014,597.04,6949
1/29/2014,530.82,7116
1/29/2014,529.8,7195
1/29/2014,404.76,7204
1/29/2014,400,7190
1/29/2014,394.4,7170
1/29/2014,404.39,7178
1/29/2014,400,7234
1/29/2014,531.67,7392
1/29/2014,542.95,7421
1/29/2014,480.89,7283
1/29/2014,422.79,7089
1/29/2014,367.02,6822
1/29/2014,321.88,6473
1/29/2014,273.75,6030
1/30/2014,160.15,5627
1/30/2014,148.13,5308
1/30/2014,134.06,5121
1/30/2014,136.43,5033
1/30/2014,151.5,5075
1/30/2014,182.63,5321
1/30/2014,224.67,5817
1/30/2014,267.6,6324
1/30/2014,249.47,6660
1/30/2014,250.99,6903
1/30/2014,222.63,7044
1/30/2014,217.55,7107
1/30/2014,212.27,7098
1/30/2014,212.37,7079
1/30/2014,208.02,7065
1/30/2014,210,7063
1/30/2014,238.27,7110
1/30/2014,346.43,7258
1/30/2014,283.11,7282
1/30/2014,246.22,7141
1/30/2014,222.07,6936
1/30/2014,207.9,6661
1/30/2014,161.06,6310
1/30/2014,145.67,5868
1/31/2014,75.16,5470
1/31/2014,72.24,5144
1/31/2014,63.43,4950
1/31/2014,61.45,4856
1/31/2014,67.09,4877
1/31/2014,73.67,5096
1/31/2014,118.57,5587
1/31/2014,122.98,6113
1/31/2014,121.29,6469
1/31/2014,131.43,6724
1/31/2014,134.28,6874
1/31/2014,121.82,6927
1/31/2014,108.7,6900
1/31/2014,107.69,6873
1/31/2014,97.61,6855
1/31/2014,97.61,6857
1/31/2014,115.96,6897
1/31/2014,140.72,7005
1/31/2014,126.2,6991
1/31/2014,93.13,6823
1/31/2014,77.11,6610
1/31/2014,62.56,6380
1/31/2014,63.24,6098
1/31/2014,60.95,5712
2/1/2014,54.45,5311
2/1/2014,56.93,5052
2/1/2014,56.03,4884
2/1/2014,54.94,4796
2/1/2014,55.02,4697
2/1/2014,52.47,4647
2/1/2014,61.02,4770
2/1/2014,50.82,5062
2/1/2014,52.62,5344
2/1/2014,64.03,5603
2/1/2014,67.24,5774
2/1/2014,64.13,5839
2/1/2014,54.72,5829
2/1/2014,49.15,5803
2/1/2014,49.05,5774
2/1/2014,50.89,5726
2/1/2014,51.45,5784
2/1/2014,72.96,6003
2/1/2014,72.88,6149
2/1/2014,60.29,6107
2/1/2014,52.04,6016
2/1/2014,49.18,5890
2/1/2014,48.84,5722
2/1/2014,56,5464
2/2/2014,58.03,5117
2/2/2014,53.02,4862
2/2/2014,51.35,4693
2/2/2014,55.64,4610
2/2/2014,56.61,4518
2/2/2014,52.67,4423
2/2/2014,54,4477
2/2/2014,49.82,4706
2/2/2014,51.13,4958
2/2/2014,59.98,5205
2/2/2014,68.04,5378
2/2/2014,56.52,5468
2/2/2014,55.18,5486
2/2/2014,55.49,5486
2/2/2014,51.03,5480
2/2/2014,51.36,5450
2/2/2014,59.88,5529
2/2/2014,72.65,5809
2/2/2014,72.43,5970
2/2/2014,68.22,5954
2/2/2014,54.44,5896
2/2/2014,51.36,5780
2/2/2014,52.92,5581
2/2/2014,48.96,5281
2/3/2014,52.17,4959
2/3/2014,44.67,4726
2/3/2014,44.23,4585
2/3/2014,50.1,4518
2/3/2014,55.03,4542
2/3/2014,58.67,4764
2/3/2014,74.03,5279
2/3/2014,94.77,5864
2/3/2014,95.93,6258
2/3/2014,73.14,6513
2/3/2014,69.7,6648
2/3/2014,68.38,6707
2/3/2014,65.67,6725
2/3/2014,64.38,6724
2/3/2014,61.57,6723
2/3/2014,70.23,6710
2/3/2014,70.08,6779
2/3/2014,109.32,6934
2/3/2014,114.43,6947
2/3/2014,90.29,6765
2/3/2014,70.42,6568
2/3/2014,61.62,6303
2/3/2014,55.04,5925
2/3/2014,58,5480
2/4/2014,54.64,5180
2/4/2014,52.28,4914
2/4/2014,49.39,4755
2/4/2014,48.96,4677
2/4/2014,49.49,4705
2/4/2014,64.08,4957
2/4/2014,74.37,5471
2/4/2014,85.17,6018
2/4/2014,85.13,6404
2/4/2014,74.29,6631
2/4/2014,86.09,6737
2/4/2014,83,6758
2/4/2014,73.88,6749
2/4/2014,73.52,6723
2/4/2014,69.56,6695
2/4/2014,69.53,6686
2/4/2014,87.35,6751
2/4/2014,91.63,6902
2/4/2014,94.87,6950
2/4/2014,83.34,6790
2/4/2014,84.87,6574
2/4/2014,78.66,6302
2/4/2014,62.66,5935
2/4/2014,55,5457
2/5/2014,47.68,5189
2/5/2014,44.45,4930
2/5/2014,44.93,4776
2/5/2014,44.18,4690
2/5/2014,39.27,4702
2/5/2014,48.55,4928
2/5/2014,71.3,5422
2/5/2014,85.72,5965
2/5/2014,84.96,6340
2/5/2014,86.35,6576
2/5/2014,88.17,6689
2/5/2014,87.23,6724
2/5/2014,82.92,6732
2/5/2014,80.56,6716
2/5/2014,73.34,6705
2/5/2014,73.99,6699
2/5/2014,90.83,6772
2/5/2014,102.53,6910
2/5/2014,113.78,6924
2/5/2014,90.26,6734
2/5/2014,84.38,6530
2/5/2014,71.98,6292
2/5/2014,61.79,5955
2/5/2014,56,5524
2/6/2014,78.81,5189
2/6/2014,69.26,4949
2/6/2014,62.6,4805
2/6/2014,62.26,4737
2/6/2014,65.17,4767
2/6/2014,101.63,5024
2/6/2014,176.33,5547
2/6/2014,194.28,6106
2/6/2014,211,6504
2/6/2014,185.05,6741
2/6/2014,191.9,6867
2/6/2014,151.56,6894
2/6/2014,129.74,6900
2/6/2014,127.25,6874
2/6/2014,126.65,6835
2/6/2014,126.24,6806
2/6/2014,145.4,6850
2/6/2014,186.1,7010
2/6/2014,191.5,7091
2/6/2014,182.16,6920
2/6/2014,154.04,6707
2/6/2014,143.62,6448
2/6/2014,130.28,6102
2/6/2014,126.47,5664
2/7/2014,141.14,5362
2/7/2014,121.58,5101
2/7/2014,141.62,4951
2/7/2014,139.53,4873
2/7/2014,157.13,4926
2/7/2014,166.15,5164
2/7/2014,237.54,5660
2/7/2014,246.21,6197
2/7/2014,245.87,6584
2/7/2014,213.78,6826
2/7/2014,223.43,6955
2/7/2014,221.91,6987
2/7/2014,210.46,6997
2/7/2014,206.17,6943
2/7/2014,195.85,6873
2/7/2014,196.68,6824
2/7/2014,210.87,6847
2/7/2014,262.41,6983
2/7/2014,280.51,7047
2/7/2014,231.04,6863
2/7/2014,221.09,6656
2/7/2014,196.77,6427
2/7/2014,199.36,6152
2/7/2014,180.5,5793
2/8/2014,135.13,5346
2/8/2014,123.69,5134
2/8/2014,126.56,5003
2/8/2014,119.57,4941
2/8/2014,119.89,4868
2/8/2014,129.53,4822
2/8/2014,156.61,4926
2/8/2014,152.99,5219
2/8/2014,157.18,5529
2/8/2014,166.03,5809
2/8/2014,163.17,5994
2/8/2014,158.88,6077
2/8/2014,148.04,6073
2/8/2014,140.33,6024
2/8/2014,134.44,5962
2/8/2014,130.35,5922
2/8/2014,147.9,5963
2/8/2014,188,6204
2/8/2014,190.48,6361
2/8/2014,158.4,6292
2/8/2014,150.67,6175
2/8/2014,139.95,6053
2/8/2014,133.58,5892
2/8/2014,122.46,5660
2/9/2014,102.23,5341
2/9/2014,98.66,5111
2/9/2014,95.05,4957
2/9/2014,89.33,4897
2/9/2014,96.47,4826
2/9/2014,122.58,4743
2/9/2014,86.14,4776
2/9/2014,87.13,4995
2/9/2014,107.61,5263
2/9/2014,112.56,5528
2/9/2014,113.07,5731
2/9/2014,121.16,5834
2/9/2014,115.94,5864
2/9/2014,105.28,5844
2/9/2014,98.56,5811
2/9/2014,101.44,5791
2/9/2014,120.55,5858
2/9/2014,154.94,6112
2/9/2014,161.49,6289
2/9/2014,140.09,6260
2/9/2014,125.85,6185
2/9/2014,111.61,6066
2/9/2014,101.95,5861
2/9/2014,93.2,5596
2/10/2014,106.22,5286
2/10/2014,97.52,5023
2/10/2014,93.98,4870
2/10/2014,93.6,4808
2/10/2014,97.2,4872
2/10/2014,125.42,5124
2/10/2014,141.64,5605
2/10/2014,145.64,6138
2/10/2014,158.91,6510
2/10/2014,151.77,6771
2/10/2014,199.74,6924
2/10/2014,178.63,7001
2/10/2014,171.43,7026
2/10/2014,163.59,6999
2/10/2014,146.85,6968
2/10/2014,148.41,6953
2/10/2014,170.36,6990
2/10/2014,229.16,7131
2/10/2014,242.02,7218
2/10/2014,213.86,7080
2/10/2014,185.2,6887
2/10/2014,170.22,6627
2/10/2014,132.89,6263
2/10/2014,127.54,5843
2/11/2014,149.72,5443
2/11/2014,146.46,5161
2/11/2014,142.56,5004
2/11/2014,143.79,4937
2/11/2014,143.1,4992
2/11/2014,172.04,5256
2/11/2014,214.62,5763
2/11/2014,234.79,6267
2/11/2014,232.34,6634
2/11/2014,226.41,6891
2/11/2014,224.88,7036
2/11/2014,217.39,7090
2/11/2014,212.98,7101
2/11/2014,201.86,7067
2/11/2014,198.97,7033
2/11/2014,190.65,7012
