41658.83,95.32,5962
41658.88,80.21,5808
41658.92,72.12,5593
41658.96,61.5,5305
41659,78.29,4954
41659.04,68.22,4727
41659.08,67.45,4575
41659.13,63.59,4494
41659.17,69.23,4479
41659.21,75.25,4628
41659.25,122.25,4919
41659.29,134.59,5266
41659.33,135.6,5590
41659.38,146.49,5884
41659.42,150.27,6088
41659.46,146.08,6185
41659.5,135.47,6199
41659.54,129.18,6202
41659.58,125.47,6192
41659.63,125.76,6217
41659.67,155.38,6285
41659.71,223.45,6514
41659.75,203.68,6539
41659.79,167.84,6417
41659.83,145.22,6257
41659.88,133.3,6039
41659.92,115.46,5748
41659.96,107.49,5355
41660,165.85,5019
41660.04,149.93,4806
41660.08,148.6,4673
41660.13,147.62,4617
41660.17,159.25,4627
41660.21,185.84,4878
41660.25,250.61,5411
41660.29,313.47,5980
41660.33,294.47,6354
41660.38,288.36,6640
41660.42,256.85,6795
41660.46,240.18,6860
41660.5,227.42,6886
41660.54,228.1,6887
41660.58,214.8,6875
41660.63,238.36,6912
41660.67,283.02,7004
41660.71,380.44,7195
41660.75,326.82,7164
41660.79,290.61,6984
41660.83,276.84,6765
41660.88,254.91,6494
41660.92,217.08,6138
41660.96,190.37,5675
41661,202.04,5394
41661.04,183.84,5165
41661.08,184.87,5030
41661.13,184.72,4966
41661.17,192.05,5012
41661.21,224.97,5272
41661.25,296.1,5802
41661.29,344.7,6365
41661.33,319.67,6742
41661.38,329.21,7011
41661.42,308.4,7152
41661.46,278.74,7234
41661.5,254.1,7258
41661.54,235.78,7238
41661.58,239.78,7215
41661.63,256.22,7240
41661.67,294.16,7310
41661.71,377.02,7510
41661.75,364.7,7503
41661.79,317.13,7324
41661.83,303.66,7116
41661.88,278.91,6840
41661.92,245.54,6487
41661.96,202.74,6036
41662,259.89,5672
41662.04,222.64,5374
41662.08,219.72,5195
41662.13,226.22,5123
41662.17,252.07,5192
41662.21,300,5457
41662.25,354.02,5994
41662.29,438.23,6529
41662.33,407.78,6910
41662.38,385.91,7187
41662.42,399.55,7327
41662.46,360.12,7380
41662.5,328.6,7400
41662.54,326.92,7372
41662.58,331.5,7329
41662.63,338.94,7348
41662.67,435.31,7410
41662.71,516.81,7569
41662.75,500,7559
41662.79,453.47,7382
41662.83,450,7149
41662.88,375.69,6865
41662.92,331.11,6505
41662.96,286.96,6038
41663,346.17,5697
41663.04,303.8,5395
41663.08,300.17,5216
41663.13,317.06,5137
41663.17,328.26,5200
41663.21,355.7,5472
41663.25,447.02,6016
41663.29,453.93,6562
41663.33,448.32,6950
41663.38,449.93,7255
41663.42,466.13,7417
41663.46,423.26,7489
41663.5,380.58,7497
41663.54,351.03,7451
41663.58,347.69,7384
41663.63,370.88,7368
41663.67,450,7408
41663.71,543.52,7553
41663.75,512.26,7525
41663.79,459.85,7332
41663.83,449.06,7094
41663.88,390.08,6835
41663.92,329.85,6534
41663.96,312.59,6139
41664,194.16,5714
41664.04,180.49,5421
41664.08,180.44,5236
41664.13,164.04,5140
41664.17,165.95,5053
41664.21,175.38,5021
41664.25,183.77,5137
41664.29,206.66,5396
41664.33,215.19,5697
41664.38,237.65,6008
41664.42,228.69,6221
41664.46,210.87,6331
41664.5,201.3,6351
41664.54,197.57,6320
41664.58,196.18,6272
41664.63,196.41,6253
41664.67,212.87,6308
41664.71,341.6,6543
41664.75,292.67,6652
41664.79,224.85,6583
41664.83,213.15,6461
41664.88,205.99,6323
41664.92,195.28,6158
41664.96,194.01,5909
41665,311.1,5553
41665.04,263.83,5305
41665.08,241.27,5141
41665.13,230.82,5070
41665.17,227.7,4978
41665.21,237.81,4889
41665.25,271.4,4931
41665.29,269.7,5134
41665.33,357.19,5405
41665.38,417.18,5732
41665.42,396.88,5977
41665.46,447.9,6119
41665.5,451.6,6164
41665.54,441.64,6151
41665.58,440.9,6112
41665.63,423.39,6110
41665.67,440.07,6230
41665.71,528.68,6521
41665.75,513.43,6669
41665.79,450,6648
41665.83,395.48,6570
41665.88,388.62,6425
41665.92,371.59,6214
41665.96,301.01,5911
41666,383.5,5532
41666.04,258.77,5211
41666.08,246.61,5022
41666.13,238.33,4935
41666.17,244.64,4977
41666.21,320.75,5168
41666.25,410.68,5630
41666.29,469.14,6123
41666.33,490,6472
41666.38,513.19,6735
41666.42,490.66,6884
41666.46,480.81,6971
41666.5,478.11,6991
41666.54,475.59,6977
41666.58,474.58,6948
41666.63,474.53,6951
41666.67,481.99,7026
41666.71,566.33,7189
41666.75,564.07,7208
41666.79,498.29,7105
41666.83,462.65,6942
41666.88,480.25,6713
41666.92,434.49,6389
41666.96,331.21,5973
41667,343.35,5618
41667.04,281.47,5314
41667.08,270.35,5137
41667.13,267.64,5056
41667.17,290.65,5105
41667.21,374.57,5348
41667.25,466.51,5858
41667.29,504.46,6377
41667.33,474.88,6742
41667.38,531.08,7020
41667.42,530.82,7185
41667.46,529.8,7267
41667.5,528.89,7277
41667.54,528.42,7249
41667.58,518.56,7222
41667.63,511,7220
41667.67,483.91,7327
41667.71,597.82,7472
41667.75,604.64,7481
41667.79,557.18,7328
41667.83,497.49,7113
41667.88,499.02,6838
41667.92,400.69,6470
41667.96,366.95,6010
41668,267.83,5624
41668.04,259.47,5329
41668.08,248.16,5150
41668.13,249.09,5066
41668.17,260.58,5105
41668.21,331.16,5341
41668.25,440.46,5832
41668.29,457.59,6339
41668.33,580.19,6699
41668.38,597.04,6949
41668.42,530.82,7116
41668.46,529.8,7195
41668.5,404.76,7204
41668.54,400,7190
41668.58,394.4,7170
41668.63,404.39,7178
41668.67,400,7234
41668.71,531.67,7392
41668.75,542.95,7421
41668.79,480.89,7283
41668.83,422.79,7089
41668.88,367.02,6822
41668.92,321.88,6473
41668.96,273.75,6030
41669,160.15,5627
41669.04,148.13,5308
41669.08,134.06,5121
41669.13,136.43,5033
41669.17,151.5,5075
41669.21,182.63,5321
41669.25,224.67,5817
41669.29,267.6,6324
41669.33,249.47,6660
41669.38,250.99,6903
41669.42,222.63,7044
41669.46,217.55,7107
41669.5,212.27,7098
41669.54,212.37,7079
41669.58,208.02,7065
41669.63,210,7063
41669.67,238.27,7110
41669.71,346.43,7258
41669.75,283.11,7282
41669.79,246.22,7141
41669.83,222.07,6936
41669.88,207.9,6661
41669.92,161.06,6310
41669.96,145.67,5868
41670,75.16,5470
41670.04,72.24,5144
41670.08,63.43,4950
41670.13,61.45,4856
41670.17,67.09,4877
41670.21,73.67,5096
41670.25,118.57,5587
41670.29,122.98,6113
41670.33,121.29,6469
41670.38,131.43,6724
41670.42,134.28,6874
41670.46,121.82,6927
41670.5,108.7,6900
41670.54,107.69,6873
41670.58,97.61,6855
41670.63,97.61,6857
41670.67,115.96,6897
41670.71,140.72,7005
41670.75,126.2,6991
41670.79,93.13,6823
41670.83,77.11,6610
41670.88,62.56,6380
41670.92,63.24,6098
41670.96,60.95,5712
41671,54.45,5311
41671.04,56.93,5052
41671.08,56.03,4884
41671.13,54.94,4796
41671.17,55.02,4697
41671.21,52.47,4647
41671.25,61.02,4770
41671.29,50.82,5062
41671.33,52.62,5344
41671.38,64.03,5603
41671.42,67.24,5774
41671.46,64.13,5839
41671.5,54.72,5829
41671.54,49.15,5803
41671.58,49.05,5774
41671.63,50.89,5726
41671.67,51.45,5784
41671.71,72.96,6003
41671.75,72.88,6149
41671.79,60.29,6107
41671.83,52.04,6016
41671.88,49.18,5890
41671.92,48.84,5722
41671.96,56,5464
41672,58.03,5117
41672.04,53.02,4862
41672.08,51.35,4693
41672.13,55.64,4610
41672.17,56.61,4518
41672.21,52.67,4423
41672.25,54,4477
41672.29,49.82,4706
41672.33,51.13,4958
41672.38,59.98,5205
41672.42,68.04,5378
41672.46,56.52,5468
41672.5,55.18,5486
41672.54,55.49,5486
41672.58,51.03,5480
41672.63,51.36,5450
41672.67,59.88,5529
41672.71,72.65,5809
41672.75,72.43,5970
41672.79,68.22,5954
41672.83,54.44,5896
41672.88,51.36,5780
41672.92,52.92,5581
41672.96,48.96,5281
41673,52.17,4959
41673.04,44.67,4726
41673.08,44.23,4585
41673.13,50.1,4518
41673.17,55.03,4542
41673.21,58.67,4764
41673.25,74.03,5279
41673.29,94.77,5864
41673.33,95.93,6258
41673.38,73.14,6513
41673.42,69.7,6648
41673.46,68.38,6707
41673.5,65.67,6725
41673.54,64.38,6724
41673.58,61.57,6723
41673.63,70.23,6710
41673.67,70.08,6779
41673.71,109.32,6934
41673.75,114.43,6947
41673.79,90.29,6765
41673.83,70.42,6568
41673.88,61.62,6303
41673.92,55.04,5925
41673.96,58,5480
41674,54.64,5180
41674.04,52.28,4914
41674.08,49.39,4755
41674.13,48.96,4677
41674.17,49.49,4705
41674.21,64.08,4957
41674.25,74.37,5471
41674.29,85.17,6018
41674.33,85.13,6404
41674.38,74.29,6631
41674.42,86.09,6737
41674.46,83,6758
41674.5,73.88,6749
41674.54,73.52,6723
41674.58,69.56,6695
41674.63,69.53,6686
41674.67,87.35,6751
41674.71,91.63,6902
41674.75,94.87,6950
41674.79,83.34,6790
41674.83,84.87,6574
41674.88,78.66,6302
41674.92,62.66,5935
41674.96,55,5457
41675,47.68,5189
41675.04,44.45,4930
41675.08,44.93,4776
41675.13,44.18,4690
41675.17,39.27,4702
41675.21,48.55,4928
41675.25,71.3,5422
41675.29,85.72,5965
41675.33,84.96,6340
41675.38,86.35,6576
41675.42,88.17,6689
41675.46,87.23,6724
41675.5,82.92,6732
41675.54,80.56,6716
41675.58,73.34,6705
41675.63,73.99,6699
41675.67,90.83,6772
41675.71,102.53,6910
41675.75,113.78,6924
41675.79,90.26,6734
41675.83,84.38,6530
41675.88,71.98,6292
41675.92,61.79,5955
41675.96,56,5524
41676,78.81,5189
41676.04,69.26,4949
41676.08,62.6,4805
41676.13,62.26,4737
41676.17,65.17,4767
41676.21,101.63,5024
41676.25,176.33,5547
41676.29,194.28,6106
41676.33,211,6504
41676.38,185.05,6741
41676.42,191.9,6867
41676.46,151.56,6894
41676.5,129.74,6900
41676.54,127.25,6874
41676.58,126.65,6835
41676.63,126.24,6806
41676.67,145.4,6850
41676.71,186.1,7010
41676.75,191.5,7091
41676.79,182.16,6920
41676.83,154.04,6707
41676.88,143.62,6448
41676.92,130.28,6102
41676.96,126.47,5664
41677,141.14,5362
41677.04,121.58,5101
41677.08,141.62,4951
41677.13,139.53,4873
41677.17,157.13,4926
41677.21,166.15,5164
41677.25,237.54,5660
41677.29,246.21,6197
41677.33,245.87,6584
41677.38,213.78,6826
41677.42,223.43,6955
41677.46,221.91,6987
41677.5,210.46,6997
41677.54,206.17,6943
41677.58,195.85,6873
41677.63,196.68,6824
41677.67,210.87,6847
41677.71,262.41,6983
41677.75,280.51,7047
41677.79,231.04,6863
41677.83,221.09,6656
41677.88,196.77,6427
41677.92,199.36,6152
41677.96,180.5,5793
41678,135.13,5346
41678.04,123.69,5134
41678.08,126.56,5003
41678.13,119.57,4941
41678.17,119.89,4868
41678.21,129.53,4822
41678.25,156.61,4926
41678.29,152.99,5219
41678.33,157.18,5529
41678.38,166.03,5809
41678.42,163.17,5994
41678.46,158.88,6077
41678.5,148.04,6073
41678.54,140.33,6024
41678.58,134.44,5962
41678.63,130.35,5922
41678.67,147.9,5963
41678.71,188,6204
41678.75,190.48,6361
41678.79,158.4,6292
41678.83,150.67,6175
41678.88,139.95,6053
41678.92,133.58,5892
41678.96,122.46,5660
41679,102.23,5341
41679.04,98.66,5111
41679.08,95.05,4957
41679.13,89.33,4897
41679.17,96.47,4826
41679.21,122.58,4743
41679.25,86.14,4776
41679.29,87.13,4995
41679.33,107.61,5263
41679.38,112.56,5528
41679.42,113.07,5731
41679.46,121.16,5834
41679.5,115.94,5864
41679.54,105.28,5844
41679.58,98.56,5811
41679.63,101.44,5791
41679.67,120.55,5858
41679.71,154.94,6112
41679.75,161.49,6289
41679.79,140.09,6260
41679.83,125.85,6185
41679.88,111.61,6066
41679.92,101.95,5861
41679.96,93.2,5596
41680,106.22,5286
41680.04,97.52,5023
41680.08,93.98,4870
41680.13,93.6,4808
41680.17,97.2,4872
41680.21,125.42,5124
41680.25,141.64,5605
41680.29,145.64,6138
41680.33,158.91,6510
41680.38,151.77,6771
41680.42,199.74,6924
41680.46,178.63,7001
41680.5,171.43,7026
41680.54,163.59,6999
41680.58,146.85,6968
41680.63,148.41,6953
41680.67,170.36,6990
41680.71,229.16,7131
41680.75,242.02,7218
41680.79,213.86,7080
41680.83,185.2,6887
41680.88,170.22,6627
41680.92,132.89,6263
41680.96,127.54,5843
41681,149.72,5443
41681.04,146.46,5161
41681.08,142.56,5004
41681.13,143.79,4937
41681.17,143.1,4992
41681.21,172.04,5256
41681.25,214.62,5763
41681.29,234.79,6267
41681.33,232.34,6634
41681.38,226.41,6891
41681.42,224.88,7036
41681.46,217.39,7090
41681.5,212.98,7101
41681.54,201.86,7067
41681.58,198.97,7033
41681.63,190.65,7012
41681.67,218.8,7033
41681.71,261.64,7180
41681.75,284.11,7289
41681.79,263.05,7151
41681.83,239.83,6957
41681.88,217.19,6694
41681.92,203.73,6325
41681.96,168.33,5895
41682,165.09,5498
41682.04,162.44,5225
41682.08,159.23,5066
41682.13,164.98,4991
41682.17,170.52,5049
41682.21,199.13,5337
41682.25,245.27,5860
41682.29,260.6,6366
41682.33,239.2,6739
41682.38,221.83,6999
41682.42,220.61,7143
41682.46,215.4,7194
41682.5,214.59,7182
41682.54,212.34,7158
41682.58,182.12,7120
41682.63,182.17,7109
41682.67,214.87,7144
41682.71,238.85,7259
41682.75,260.25,7347
41682.79,244.27,7193
41682.83,220.98,6960
41682.88,200.73,6676
41682.92,182.19,6283
41682.96,159.69,5819
41683,117.8,5379
41683.04,107.99,5072
41683.08,107.84,4891
41683.13,104.36,4801
41683.17,104.83,4842
41683.21,116.41,5081
41683.25,160.9,5575
41683.29,186.56,6080
41683.33,185.24,6454
41683.38,203.86,6707
41683.42,171.56,6847
41683.46,165.45,6899
41683.5,165.15,6926
41683.54,157.29,6919
41683.58,148.13,6911
41683.63,147.87,6916
41683.67,161.02,6952
41683.71,177.35,7035
41683.75,177.41,7058
41683.79,165,6880
41683.83,154.64,6662
41683.88,131.93,6404
41683.92,126.55,6048
41683.96,104.3,5620
41684,65.94,5167
41684.04,66.33,4869
41684.08,60.83,4686
41684.13,57.92,4603
41684.17,62.34,4632
41684.21,63.26,4867
41684.25,86.86,5380
41684.29,102.84,5917
41684.33,105.65,6321
41684.38,114.97,6577
41684.42,118.62,6730
41684.46,102.81,6791
41684.5,94.4,6798
41684.54,89.76,6765
41684.58,86.61,6732
41684.63,85.58,6708
41684.67,92.8,6723
41684.71,121.09,6814
41684.75,117.65,6879
41684.79,100.24,6708
41684.83,90.25,6506
41684.88,86.54,6289
41684.92,77.68,5992
41684.96,73.16,5620
41685,77.3,5199
41685.04,75.21,4955
41685.08,78.44,4785
41685.13,67.35,4708
41685.17,69,4637
41685.21,73.11,4608
41685.25,73.25,4739
41685.29,68.52,5022
41685.33,75.93,5329
41685.38,83.19,5613
41685.42,87.3,5795
41685.46,87.73,5874
41685.5,81.17,5883
41685.54,89.16,5862
41685.58,86.45,5831
41685.63,79.57,5811
41685.67,87,5853
41685.71,109.1,6066
41685.75,134.99,6260
41685.79,113.53,6216
41685.83,102.49,6116
41685.88,98.94,6010
41685.92,77.99,5837
41685.96,86.44,5606
41686,100.75,5172
41686.04,91.8,4945
41686.08,85.59,4794
41686.13,81.03,4729
41686.17,82.85,4664
41686.21,80.16,4587
41686.25,86.5,4599
41686.29,90.07,4757
41686.33,99.33,5021
41686.38,109.8,5317
41686.42,146.84,5548
41686.46,119.14,5660
41686.5,114.25,5704
41686.54,117.69,5729
41686.58,118.22,5715
41686.63,113.47,5706
41686.67,126.26,5767
41686.71,128.86,6011
41686.75,167.68,6254
41686.79,146.27,6256
41686.83,128.56,6186
41686.88,158.83,6075
41686.92,110.91,5869
41686.96,106.55,5589
41687,121.86,5248
41687.04,112.48,4995
41687.08,109.88,4829
41687.13,110.05,4753
41687.17,109,4757
41687.21,118.45,4889
41687.25,129.84,5110
41687.29,144.57,5318
41687.33,143.54,5617
41687.38,140.48,5931
41687.42,173,6164
41687.46,167.33,6280
41687.5,141.92,6294
41687.54,139,6267
41687.58,136.75,6220
41687.63,126.93,6163
41687.67,140.74,6178
41687.71,181.16,6318
41687.75,174.26,6547
41687.79,170.95,6486
41687.83,155.14,6348
41687.88,151.77,6154
41687.92,117.22,5875
41687.96,106.27,5502
41688,102.9,5222
41688.04,99.77,4940
41688.08,97.26,4765
41688.13,96.27,4692
41688.17,98.41,4721
41688.21,101.98,4934
41688.25,133.85,5385
41688.29,153.93,5859
41688.33,154.54,6193
41688.38,145.96,6446
41688.42,150.01,6580
41688.46,138.85,6630
41688.5,123.38,6643
41688.54,122.26,6648
41688.58,117.24,6612
41688.63,107.38,6602
41688.67,113.53,6644
41688.71,170.09,6739
41688.75,180.75,6831
41688.79,155.91,6710
41688.83,133.8,6537
41688.88,112.01,6301
41688.92,99.77,5974
41688.96,97.89,5558
41689,72.2,5117
41689.04,71.15,4835
41689.08,66.84,4664
41689.13,66.07,4597
